skills;skills_ai_det;skills_hasai_det;desc_tier_llm;desc_conf_llm;ai_confidence;desc_ai_llm;is_real_ai;hardskills;softskills;edu_level_det;edulevel_llm;experience_min_llm;ai_det_llm_match;desc_hard_det;desc_soft_det;desc_hard_llm;desc_soft_llm;id;job_title;location;company_id;company;age_in_days;pay_currency;pay_period;salary_min;salary_mid;salary_max;rating;discover_date;job_types;remote_work_types;city;state;country;latitude;longitude;ceo;headquarters;industry;sector;revenue;size;type;year_founded;region;job_family;sector_nace;cluster_architecture__methods;cluster_bi__analytics;cluster_backend_development;cluster_certifications;cluster_cloud_computing;cluster_data_analysis__stats;cluster_data_engineering;cluster_data_science__ml;cluster_databases__storage;cluster_devops__containers;cluster_dynamic__web;cluster_enterprise__managed;cluster_enterprise_platforms;cluster_frontend_development;cluster_generative_ai;cluster_legacy__mainframe;cluster_mobile__desktop;cluster_networking;cluster_os__embedded;cluster_scripting__shell;cluster_security__identity;cluster_systems_programming;cluster_testing_qa__debugging;cluster_tools__editors;skill_cluster;website
Image processing, Computer vision, Data structures, System design, Distributed systems, Natural language processing, Software development, AI, Debugging;ai, computer vision, natural language processing;1;none;0.7;0.7;machine learning, genai, LLMs, large vision models, multi-modal;1;computer vision, debugging, full stack, generative ai, model deployment, networking, nlp, optimization, software engineering, storage, system design, ui;creativity, cross-functional collaboration, leadership, organization;bachelor;Bachelor's;5;0;computer vision, debugging, full stack, generative ai, model deployment, networking, nlp, optimization, software engineering, storage, system design, ui;creativity, cross-functional collaboration, leadership, organization;;;13867;Senior Software Engineer, YouTube Create, Gen AI;Bengaluru;40803.0;YouTube;11;INR;;;;;4.5;2025-10-10T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Neal Mohan;San Bruno, United States;Internet & Web Services;Information Technology;Unknown / Non-Applicable;1001 to 5000 Employees;Subsidiary or Business Segment;2005.0;Unknown;Data & AI;J;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;;
CI/CD, Azure, Cloud architecture, Kubernetes, WordPress, AWS, Analysis skills, NIST standards, Terraform, Continuous integration, Linux, Python;;0;none;0.93;0.93;;0;aws, azure, bash, ci/cd, cloud architecture, cloud native, container orchestration, continuous integration, enterprise architecture, gcp, kubernetes, linux, multi-cloud, networking, nist, optimization, python, solid, terraform;accountability, problem solving;;-;-;1;aws, azure, bash, ci/cd, cloud architecture, cloud native, container orchestration, continuous integration, enterprise architecture, gcp, kubernetes, linux, multi-cloud, networking, nist, optimization, python, solid, terraform;accountability, problem solving;;;13868;Site Reliability Engineer;Mumbai;4760898.0;Newfold Digital;13;INR;ANNUAL;350000.0;517868.0;766250.0;3.6;2025-10-08T00:00:00;Full-time;;Mumbai;Maharashtra;India;18.93013;72.83009;Sharon Rowlands;Jacksonville, United States;Internet & Web Services;Information Technology;$2 to $5 billion (USD);1001 to 5000 Employees;Company - Private;2021.0;Unknown;DevOps & Cloud;J;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;1;0;;
Jira, SQL, Agile, IT, Computer skills, Service-oriented architecture, AI, Communication skills, SDLC, Design patterns;ai;1;none;0.95;0.95;;0;agile, continuous integration, data management, design patterns, dotnet, foundation, jira, optimization, scrum, soa, software engineering, sql, tdd;communication, curiosity, integrity, leadership, organization;bachelor;Bachelor's;3;0;agile, continuous integration, data management, design patterns, dotnet, foundation, jira, optimization, scrum, soa, software engineering, sql, tdd;communication, curiosity, integrity, leadership, organization;;;13869;Software Engineer (Cache);Pune;625415.0;Evolent Health;78;INR;ANNUAL;750000.0;866025.0;1000000.0;3.6;2025-10-04T00:00:00;Full-time;WORK_FROM_HOME;Pune;Maharashtra;India;18.50419;73.85309;Seth Blackley ;Arlington, United States;Healthcare Services & Hospitals;Healthcare;$2 to $5 billion (USD);1001 to 5000 Employees;Company - Public;2011.0;Unknown;Software Engineer;Q;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;;
Load balancing, OSPF, LAN, Routing protocols, WAN, Computer networking, EIGRP, Root cause analysis, Cisco routers, Communication skills;;0;none;0.95;0.95;;0;ccna, ccnp, high availability, load balancing, networking, routing;communication, root cause analysis, troubleshooting;bachelor;-;-;1;ccna, ccnp, high availability, load balancing, networking, routing;communication, root cause analysis, troubleshooting;;;13870;Network Engineer;Chennai;1350100.0;Konverge Technologies Pvt Ltd India;332;INR;;;;;3.6;2025-09-23T00:00:00;;;Chennai;Tamil Nadu;India;13.05033;80.18859;;Gurgaon, India;;;Unknown / Non-Applicable;51 to 200 Employees;Company - Private;;Unknown;Systems & Embedded;Unknown;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
CI/CD, DevOps, C#, Spark, English, .NET, Java, Analysis skills, JavaScript, Continuous integration, Communication skills, Python, SDLC;;0;none;0.9;0.9;;0;application security, c#, ci/cd, continuous integration, dashboards, devops, dotnet, java, javascript, owasp, python, software engineering, spark;analytical skills, attention to detail, collaboration, communication, cross-functional collaboration, flexibility, innovation, leadership, mentoring, organization, proactive, resilience;bachelor;-;3;1;application security, c#, ci/cd, continuous integration, dashboards, devops, dotnet, java, javascript, owasp, python, software engineering, spark;analytical skills, attention to detail, collaboration, communication, cross-functional collaboration, flexibility, innovation, leadership, mentoring, organization, proactive, resilience;;;13871;Senior Security Engineer;Bengaluru;515740.0;Q2ebanking;29;INR;ANNUAL;600000.0;681909.0;775000.0;3.6;2025-10-22T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Matt Flake ;Austin, United States;Investment & Asset Management;Finance;$100 to $500 million (USD);1001 to 5000 Employees;Company - Public;2004.0;Unknown;Security;K;1;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;
Quality assurance, Network management, Network protocols, REST, Linux, Jenkins, Communication skills, Python;;0;none;0.7;0.7;network automation;0;ccie, ccna, ccnp, jenkins, linux, networking, python, qa, rest, routing, test planning;collaboration, communication, empathy, flexibility, innovation, passion, problem solving;bachelor;-;5;1;ccie, ccna, ccnp, jenkins, linux, networking, python, qa, rest, routing, test planning;collaboration, communication, empathy, flexibility, innovation, passion, problem solving;;;13872;System Test Engineer – Python & Networking (L2/L3) – 5+ Years Experience;Bengaluru;1425.0;Cisco Systems;25;INR;ANNUAL;287500.0;528086.0;970000.0;4.1;2025-09-26T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Chuck Robbins;San Jose, United States;Enterprise Software & Network Solutions;Information Technology;$10+ billion (USD);10000+ Employees;Company - Public;1984.0;Unknown;QA & Testing;J;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;;
Elasticsearch, Data structures, Git, Databases, AWS, PostgreSQL, Distributed systems, Terraform, Redis, REST, APIs, Agile, S3, Unit testing, Python;;0;none;0.9;0.9;;0;agile, api, aws, backend development, caching, celery, cloud services, cybersecurity, ec2, ecs, elasticsearch, fastapi, frontend development, git, https, integration testing, microservices, postgresql, python, rabbitmq, redis, requests, rest, s3, safe, shell, solution architecture, terraform, unit testing;collaboration, communication, innovation, leadership, organization, ownership;bachelor;Bachelor's;5;1;agile, api, aws, backend development, caching, celery, cloud services, cybersecurity, ec2, ecs, elasticsearch, fastapi, frontend development, git, https, integration testing, microservices, postgresql, python, rabbitmq, redis, requests, rest, s3, safe, shell, solution architecture, terraform, unit testing;collaboration, communication, innovation, leadership, organization, ownership;;;13873;Senior Software Engineer;Pune;1571388.0;Critical Start;36;INR;;;;;4.4;2025-10-16T00:00:00;Full-time;WORK_FROM_HOME;Pune;Maharashtra;India;18.50419;73.85309;Scott White;Plano, United States;Information Technology Support Services;Information Technology;$100 to $500 million (USD);201 to 500 Employees;Company - Private;2012.0;Unknown;Sr+ Software Engineer;J;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;0;1;1;0;1;0;;
Windows, Microsoft Office, Electrical experience, Computer hardware, POS, Mechanical knowledge;;0;none;0.96;0.96;;0;ccna, frontend development, measures, reporting, windows;communication, flexibility, integrity, interpersonal skills, ownership, problem solving, responsibility, teamwork;highschool;High School;-;1;ccna, frontend development, measures, reporting, windows;communication, flexibility, integrity, interpersonal skills, ownership, problem solving, responsibility, teamwork;;;13874;Customer Engineer;India;10124065.0;NCR Atleos;11;INR;;;;;3.5;2025-10-10T00:00:00;Full-time;;;;India;20.0;77.0;;Atlanta, United States;;;Unknown / Non-Applicable;10000+ Employees;Company - Public;;Unknown;Software Engineer;Unknown;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;;
TCP, DevOps, English, Local language, Analysis skills, Distributed systems, UX, Software development, Less, Design thinking, Linux, AI, Leadership, Communication skills, Python;ai;1;none;0.6;0.6;ai/ml basics;0;debugging, devops, full stack, hybrid cloud, less, linux, microservices, networking, python, software engineering, system design, ux;communication, cross-functional collaboration, flexibility, independent, innovation, leadership, mentoring, organization, problem solving, troubleshooting;bachelor;Bachelor's;6;0;debugging, devops, full stack, hybrid cloud, less, linux, microservices, networking, python, software engineering, system design, ux;communication, cross-functional collaboration, flexibility, independent, innovation, leadership, mentoring, organization, problem solving, troubleshooting;;;13875;System Software Expert (India Advanced Development Center);Bengaluru;7224.0;Juniper Networks;25;INR;ANNUAL;660000.0;764264.0;885000.0;4.1;2025-09-26T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Rami Rahim;Sunnyvale, United States;Telecommunications Services;Telecommunications;$2 to $5 billion (USD);5001 to 10000 Employees;Company - Public;1996.0;Unknown;Other;J;1;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;1;0;;
CI/CD, System administration, Software deployment, Windows, Information security, Application development, NIST standards, Virtualization, Continuous integration, Computer networking, Agile, Communication skills, Network security;;0;none;0.92;0.92;;0;agile, ccna, ccnp, ci/cd, cism, cissp, cloud security, continuous integration, foundation, information security, network security, networking, nist, owasp, security operations, solid, unix, virtualization, vulnerability management, windows;communication, creativity, empathy, flexibility, innovation, organization, problem solving;bachelor;-;5;1;agile, ccna, ccnp, ci/cd, cism, cissp, cloud security, continuous integration, foundation, information security, network security, networking, nist, owasp, security operations, solid, unix, virtualization, vulnerability management, windows;communication, creativity, empathy, flexibility, innovation, organization, problem solving;;;13876;Information Security Engineer - Network Security Engineer, CISSP, CISM, CCNA Security;Bengaluru;1425.0;Cisco Systems;140;INR;ANNUAL;730000.0;776048.0;825000.0;4.1;2025-10-03T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Chuck Robbins;San Jose, United States;Enterprise Software & Network Solutions;Information Technology;$10+ billion (USD);10000+ Employees;Company - Public;1984.0;Unknown;Security;J;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;1;0;0;0;;
CI/CD, Azure, Go, Cloud architecture, Multilingual, DevOps, Git, AWS, JavaScript, PostgreSQL, Terraform, Continuous integration, GitHub, SIEM, Python;;0;none;0.6;0.6;SIEM, XDR;0;aws, azure, ci/cd, cloud architecture, cloud native, cloud security, continuous integration, cybersecurity, devops, git, github, github actions, https, javascript, lean, monorepo, orchestration, postgresql, python, routing, siem, soc, storage, terraform, xdr;ownership, proactive;bachelor;-;3;1;aws, azure, ci/cd, cloud architecture, cloud native, cloud security, continuous integration, cybersecurity, devops, git, github, github actions, https, javascript, lean, monorepo, orchestration, postgresql, python, routing, siem, soc, storage, terraform, xdr;ownership, proactive;;;13877;Senior Platform Engineer - Remote;Mumbai;9478442.0;ClanX;22;INR;ANNUAL;384000.0;483983.0;610000.0;4.7;2025-09-29T00:00:00;Full-time;WORK_FROM_HOME;Mumbai;Maharashtra;India;18.93013;72.83009;;Mumbai, India;Staffing, Recruitment & Subcontracting;Human resources and staffing;Less than $1 million (USD);1 to 50 Employees;Company - Private;2022.0;Unknown;DevOps & Cloud;N;1;0;0;0;1;0;1;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;;
Cisco ISE, TCP, Azure, Software troubleshooting, OSPF, LAN, English, Windows, Firewall, DHCP, Network protocols, Perl, BGP, Scripting, Computer networking, DNS, EIGRP, TCP/IP, Network monitoring, Communication skills, Python, Shell Scripting;;0;none;0.95;0.95;;0;azure, ccie, ccnp, dhcp, dns, firewall, gcp, network security, networking, orchestration, perl, python, routing, shell, shell scripting, switching, tcp/ip, vpc, windows;attention to detail, communication, organization, troubleshooting;associate;-;4;1;azure, ccie, ccnp, dhcp, dns, firewall, gcp, network security, networking, orchestration, perl, python, routing, shell, shell scripting, switching, tcp/ip, vpc, windows;attention to detail, communication, organization, troubleshooting;;;13878;Network Infrastructure Engineer;Chennai;288198.0;Nobl Q;8;INR;ANNUAL;325000.0;522494.0;840000.0;4.2;2025-10-13T00:00:00;Full-time;;Chennai;Tamil Nadu;India;13.05033;80.18859;Caldwell Velnambi;Plano, United States;Consumer Product Manufacturing;Manufacturing;$1 to $5 million (USD);501 to 1000 Employees;Company - Private;2000.0;Unknown;DevOps & Cloud;C;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;;
Elasticsearch, Relational databases, Encryption, Test-driven development, Java, Databases, AWS, Redis, Software development, Agile, Cloud computing, Communication skills, MySQL, SDLC;;0;none;0.93;0.93;;0;agile, application security, aws, cloud computing, cloud security, elasticsearch, encryption, foundation, gcp, https, java, mysql, owasp, redis, slack, software engineering;communication, creativity, flexibility, independent, innovation, organization, problem solving, reliability;bachelor;-;2;1;agile, application security, aws, cloud computing, cloud security, elasticsearch, encryption, foundation, gcp, https, java, mysql, owasp, redis, slack, software engineering;communication, creativity, flexibility, independent, innovation, organization, problem solving, reliability;;;13879;Software Engineer 2 - Security;Bengaluru;444756.0;Okta;57;INR;;;;;3.7;2025-09-26T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Todd McKinnon;San Francisco, United States;Software Development;Information Technology;$2 to $5 billion (USD);5001 to 10000 Employees;Company - Public;2009.0;Unknown;Security;J;1;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;;
CI/CD, Cloud architecture, Encryption, Firewall, Continuous integration, Computer networking, APIs, SELinux, AI;ai;1;none;0.9;0.9;;1;api, api security, ci/cd, cloud architecture, cloud security, cloud services, continuous integration, encryption, fine-tuning, firewall, gdpr, incident response, infrastructure as code, iso27001, network security, networking, reporting, rest, routing, safe, security architecture, security operations, service mesh, soc 2, storage, threat detection;client-facing, communication, flexibility, innovation, organization;;-;6;0;api, api security, ci/cd, cloud architecture, cloud security, cloud services, continuous integration, encryption, fine-tuning, firewall, gdpr, incident response, infrastructure as code, iso27001, network security, networking, reporting, rest, routing, safe, security architecture, security operations, service mesh, soc 2, storage, threat detection;client-facing, communication, flexibility, innovation, organization;;;13880;Senior Security Engineer;Bengaluru;3436311.0;AION;64;INR;ANNUAL;500000.0;632456.0;800000.0;3.9;2025-10-18T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Neil Chandler;Brussels, Belgium;Banking & Lending;Finance;Unknown / Non-Applicable;201 to 500 Employees;Company - Private;2019.0;Unknown;Security;K;1;1;1;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;;
